synthetic_clients,validator_count,threshold,bandwidth_mbps,rtt_ms,proposal_kb,finality_record_kb,proposal_tx_ms,vote_tx_ms,network_ms,verification_ms,estimated_finality_ms
50,7,4,10.0,50.0,56.9088671875,1.20126953125,46.619744,0.98408,147.603824,12.753159998683259,160.35698399868326
50,7,4,10.0,100.0,56.9088671875,1.20126953125,46.619744,0.98408,247.603824,12.753159998683259,260.3569839986833
50,7,4,50.0,10.0,56.9088671875,1.20126953125,9.3239488,0.196816,29.5207648,12.753159998683259,42.273924798683254
50,7,4,50.0,50.0,56.9088671875,1.20126953125,9.3239488,0.196816,109.5207648,12.753159998683259,122.27392479868325
50,7,4,50.0,100.0,56.9088671875,1.20126953125,9.3239488,0.196816,209.52076480000002,12.753159998683259,222.27392479868328
50,7,4,100.0,10.0,56.9088671875,1.20126953125,4.6619744,0.098408,24.760382399999997,12.753159998683259,37.513542398683256
50,7,4,100.0,50.0,56.9088671875,1.20126953125,4.6619744,0.098408,104.76038240000001,12.753159998683259,117.51354239868327
50,7,4,100.0,100.0,56.9088671875,1.20126953125,4.6619744,0.098408,204.7603824,12.753159998683259,217.51354239868326
50,9,6,10.0,10.0,56.9088671875,1.43173828125,46.619744,1.17288,67.792624,16.43914800195489,84.2317720019549
50,9,6,10.0,50.0,56.9088671875,1.43173828125,46.619744,1.17288,147.792624,16.43914800195489,164.23177200195488
50,9,6,10.0,100.0,56.9088671875,1.43173828125,46.619744,1.17288,247.792624,16.43914800195489,264.2317720019549
50,9,6,50.0,10.0,56.9088671875,1.43173828125,9.3239488,0.23457599999999998,29.5585248,16.43914800195489,45.99767280195489
50,9,6,50.0,50.0,56.9088671875,1.43173828125,9.3239488,0.23457599999999998,109.5585248,16.43914800195489,125.99767280195489
50,9,6,50.0,100.0,56.9088671875,1.43173828125,9.3239488,0.23457599999999998,209.55852480000001,16.43914800195489,225.9976728019549
50,9,6,100.0,10.0,56.9088671875,1.43173828125,4.6619744,0.11728799999999999,24.779262399999997,16.43914800195489,41.218410401954884
50,9,6,100.0,50.0,56.9088671875,1.43173828125,4.6619744,0.11728799999999999,104.77926240000001,16.43914800195489,121.2184104019549
50,9,6,100.0,100.0,56.9088671875,1.43173828125,4.6619744,0.11728799999999999,204.7792624,16.43914800195489,221.21841040195488
50,11,7,10.0,10.0,56.9088671875,1.66318359375,46.619744,1.36248,67.982224,20.054360000649467,88.03658400064947
50,11,7,10.0,50.0,56.9088671875,1.66318359375,46.619744,1.36248,147.982224,20.054360000649467,168.03658400064947
50,11,7,10.0,100.0,56.9088671875,1.66318359375,46.619744,1.36248,247.982224,20.054360000649467,268.03658400064944
50,11,7,50.0,10.0,56.9088671875,1.66318359375,9.3239488,0.27249599999999996,29.5964448,20.054360000649467,49.65080480064947
50,11,7,50.0,50.0,56.9088671875,1.66318359375,9.3239488,0.27249599999999996,109.5964448,20.054360000649467,129.65080480064947
50,11,7,50.0,100.0,56.9088671875,1.66318359375,9.3239488,0.27249599999999996,209.5964448,20.054360000649467,229.65080480064947
50,11,7,100.0,10.0,56.9088671875,1.66318359375,4.6619744,0.13624799999999998,24.798222399999997,20.054360000649467,44.85258240064947
50,11,7,100.0,50.0,56.9088671875,1.66318359375,4.6619744,0.13624799999999998,104.7982224,20.054360000649467,124.85258240064947
